Methods	Samples	Features	Effect size	Date types	Evaluation
Corncob	100	1000	1	mix	FPR
MaAsLin2	100	1000	1	mix	FPR
AAnew	200	1000	1	mix	FPR
wilcox	200	1000	1	mix	FPR
LinDA	200	1000	1	mix	FPR
MetagenomeSeq	200	1000	1	mix	FPR
LEfSe	200	1000	1	mix	FPR
edgeR	200	1000	1	mix	FPR
ALDEx2_wi	200	1000	1	mix	FPR
fastANCOM	200	1000	1	mix	FPR
DACOMP	200	1000	1	mix	FPR
ZicoSeq	200	1000	1	mix	FPR
limma_voom	200	1000	1	mix	FPR
DESeq2	200	1000	1	mix	FPR
Corncob	200	1000	1	mix	FPR
MaAsLin2	200	1000	1	mix	FPR
AAnew	300	1000	1	mix	FPR
wilcox	300	1000	1	mix	FPR
LinDA	300	1000	1	mix	FPR
MetagenomeSeq	300	1000	1	mix	FPR
LEfSe	300	1000	1	mix	FPR
edgeR	300	1000	1	mix	FPR
ALDEx2_wi	300	1000	1	mix	FPR
fastANCOM	300	1000	1	mix	FPR
DACOMP	300	1000	1	mix	FPR
ZicoSeq	300	1000	1	mix	FPR
limma_voom	300	1000	1	mix	FPR
DESeq2	300	1000	1	mix	FPR
Corncob	300	1000	1	mix	FPR
MaAsLin2	300	1000	1	mix	FPR
AAnew	500	1000	1	mix	FPR
wilcox	500	1000	1	mix	FPR
LinDA	500	1000	1	mix	FPR
MetagenomeSeq	500	1000	1	mix	FPR
LEfSe	500	1000	1	mix	FPR
edgeR	500	1000	1	mix	FPR
ALDEx2_wi	500	1000	1	mix	FPR
fastANCOM	500	1000	1	mix	FPR
DACOMP	500	1000	1	mix	FPR
ZicoSeq	500	1000	1	mix	FPR
limma_voom	500	1000	1	mix	FPR
DESeq2	500	1000	1	mix	FPR
Corncob	500	1000	1	mix	FPR
MaAsLin2	500	1000	1	mix	FPR
AAnew	20	1000	2	mix	FPR
wilcox	20	1000	2	mix	FPR
LinDA	20	1000	2	mix	FPR
MetagenomeSeq	20	1000	2	mix	FPR
LEfSe	20	1000	2	mix	FPR
edgeR	20	1000	2	mix	FPR
ALDEx2_wi	20	1000	2	mix	FPR
fastANCOM	20	1000	2	mix	FPR
DACOMP	20	1000	2	mix	FPR
ZicoSeq	20	1000	2	mix	FPR
limma_voom	20	1000	2	mix	FPR
DESeq2	20	1000	2	mix	FPR
Corncob	20	1000	2	mix	FPR
MaAsLin2	20	1000	2	mix	FPR
AAnew	50	1000	2	mix	FPR
wilcox	50	1000	2	mix	FPR
LinDA	50	1000	2	mix	FPR
MetagenomeSeq	50	1000	2	mix	FPR
LEfSe	50	1000	2	mix	FPR
edgeR	50	1000	2	mix	FPR
ALDEx2_wi	50	1000	2	mix	FPR
fastANCOM	50	1000	2	mix	FPR
DACOMP	50	1000	2	mix	FPR
ZicoSeq	50	1000	2	mix	FPR
limma_voom	50	1000	2	mix	FPR
DESeq2	50	1000	2	mix	FPR
Corncob	50	1000	2	mix	FPR
MaAsLin2	50	1000	2	mix	FPR
AAnew	100	1000	2	mix	FPR
wilcox	100	1000	2	mix	FPR
LinDA	100	1000	2	mix	FPR
MetagenomeSeq	100	1000	2	mix	FPR
LEfSe	100	1000	2	mix	FPR
edgeR	100	1000	2	mix	FPR
ALDEx2_wi	100	1000	2	mix	FPR
fastANCOM	100	1000	2	mix	FPR
DACOMP	100	1000	2	mix	FPR
ZicoSeq	100	1000	2	mix	FPR
limma_voom	100	1000	2	mix	FPR
DESeq2	100	1000	2	mix	FPR
Corncob	100	1000	2	mix	FPR
MaAsLin2	100	1000	2	mix	FPR
AAnew	200	1000	2	mix	FPR
wilcox	200	1000	2	mix	FPR
LinDA	200	1000	2	mix	FPR
MetagenomeSeq	200	1000	2	mix	FPR
LEfSe	200	1000	2	mix	FPR
edgeR	200	1000	2	mix	FPR
ALDEx2_wi	200	1000	2	mix	FPR
fastANCOM	200	1000	2	mix	FPR
DACOMP	200	1000	2	mix	FPR
ZicoSeq	200	1000	2	mix	FPR
limma_voom	200	1000	2	mix	FPR
DESeq2	200	1000	2	mix	FPR
Corncob	200	1000	2	mix	FPR
MaAsLin2	200	1000	2	mix	FPR
AAnew	300	1000	2	mix	FPR
wilcox	300	1000	2	mix	FPR
LinDA	300	1000	2	mix	FPR
MetagenomeSeq	300	1000	2	mix	FPR
LEfSe	300	1000	2	mix	FPR
edgeR	300	1000	2	mix	FPR
ALDEx2_wi	300	1000	2	mix	FPR
fastANCOM	300	1000	2	mix	FPR
DACOMP	300	1000	2	mix	FPR
ZicoSeq	300	1000	2	mix	FPR
limma_voom	300	1000	2	mix	FPR
DESeq2	300	1000	2	mix	FPR
Corncob	300	1000	2	mix	FPR
MaAsLin2	300	1000	2	mix	FPR
AAnew	500	1000	2	mix	FPR
wilcox	500	1000	2	mix	FPR
LinDA	500	1000	2	mix	FPR
MetagenomeSeq	500	1000	2	mix	FPR
LEfSe	500	1000	2	mix	FPR
edgeR	500	1000	2	mix	FPR
ALDEx2_wi	500	1000	2	mix	FPR
fastANCOM	500	1000	2	mix	FPR
DACOMP	500	1000	2	mix	FPR
ZicoSeq	500	1000	2	mix	FPR
limma_voom	500	1000	2	mix	FPR
DESeq2	500	1000	2	mix	FPR
Corncob	500	1000	2	mix	FPR
MaAsLin2	500	1000	2	mix	FPR
AAnew	20	1000	5	mix	FPR
wilcox	20	1000	5	mix	FPR
LinDA	20	1000	5	mix	FPR
MetagenomeSeq	20	1000	5	mix	FPR
LEfSe	20	1000	5	mix	FPR
edgeR	20	1000	5	mix	FPR
ALDEx2_wi	20	1000	5	mix	FPR
fastANCOM	20	1000	5	mix	FPR
DACOMP	20	1000	5	mix	FPR
ZicoSeq	20	1000	5	mix	FPR
limma_voom	20	1000	5	mix	FPR
DESeq2	20	1000	5	mix	FPR
Corncob	20	1000	5	mix	FPR
MaAsLin2	20	1000	5	mix	FPR
AAnew	50	1000	5	mix	FPR
wilcox	50	1000	5	mix	FPR
LinDA	50	1000	5	mix	FPR
MetagenomeSeq	50	1000	5	mix	FPR
LEfSe	50	1000	5	mix	FPR
edgeR	50	1000	5	mix	FPR
ALDEx2_wi	50	1000	5	mix	FPR
fastANCOM	50	1000	5	mix	FPR
DACOMP	50	1000	5	mix	FPR
ZicoSeq	50	1000	5	mix	FPR
limma_voom	50	1000	5	mix	FPR
DESeq2	50	1000	5	mix	FPR
Corncob	50	1000	5	mix	FPR
MaAsLin2	50	1000	5	mix	FPR
AAnew	100	1000	5	mix	FPR
wilcox	100	1000	5	mix	FPR
LinDA	100	1000	5	mix	FPR
MetagenomeSeq	100	1000	5	mix	FPR
LEfSe	100	1000	5	mix	FPR
edgeR	100	1000	5	mix	FPR
ALDEx2_wi	100	1000	5	mix	FPR
fastANCOM	100	1000	5	mix	FPR
DACOMP	100	1000	5	mix	FPR
ZicoSeq	100	1000	5	mix	FPR
limma_voom	100	1000	5	mix	FPR
DESeq2	100	1000	5	mix	FPR
Corncob	100	1000	5	mix	FPR
MaAsLin2	100	1000	5	mix	FPR
AAnew	200	1000	5	mix	FPR
wilcox	200	1000	5	mix	FPR
LinDA	200	1000	5	mix	FPR
MetagenomeSeq	200	1000	5	mix	FPR
LEfSe	200	1000	5	mix	FPR
edgeR	200	1000	5	mix	FPR
ALDEx2_wi	200	1000	5	mix	FPR
fastANCOM	200	1000	5	mix	FPR
DACOMP	200	1000	5	mix	FPR
ZicoSeq	200	1000	5	mix	FPR
limma_voom	200	1000	5	mix	FPR
DESeq2	200	1000	5	mix	FPR
Corncob	200	1000	5	mix	FPR
MaAsLin2	200	1000	5	mix	FPR
AAnew	300	1000	5	mix	FPR
wilcox	300	1000	5	mix	FPR
LinDA	300	1000	5	mix	FPR
MetagenomeSeq	300	1000	5	mix	FPR
LEfSe	300	1000	5	mix	FPR
edgeR	300	1000	5	mix	FPR
ALDEx2_wi	300	1000	5	mix	FPR
fastANCOM	300	1000	5	mix	FPR
DACOMP	300	1000	5	mix	FPR
ZicoSeq	300	1000	5	mix	FPR
limma_voom	300	1000	5	mix	FPR
DESeq2	300	1000	5	mix	FPR
Corncob	300	1000	5	mix	FPR
MaAsLin2	300	1000	5	mix	FPR
AAnew	500	1000	5	mix	FPR
wilcox	500	1000	5	mix	FPR
LinDA	500	1000	5	mix	FPR
MetagenomeSeq	500	1000	5	mix	FPR
LEfSe	500	1000	5	mix	FPR
edgeR	500	1000	5	mix	FPR
ALDEx2_wi	500	1000	5	mix	FPR
fastANCOM	500	1000	5	mix	FPR
DACOMP	500	1000	5	mix	FPR
ZicoSeq	500	1000	5	mix	FPR
limma_voom	500	1000	5	mix	FPR
DESeq2	500	1000	5	mix	FPR
Corncob	500	1000	5	mix	FPR
MaAsLin2	500	1000	5	mix	FPR
AAnew	20	1000	10	mix	FPR
wilcox	20	1000	10	mix	FPR
LinDA	20	1000	10	mix	FPR
MetagenomeSeq	20	1000	10	mix	FPR
LEfSe	20	1000	10	mix	FPR
edgeR	20	1000	10	mix	FPR
ALDEx2_wi	20	1000	10	mix	FPR
fastANCOM	20	1000	10	mix	FPR
DACOMP	20	1000	10	mix	FPR
ZicoSeq	20	1000	10	mix	FPR
limma_voom	20	1000	10	mix	FPR
DESeq2	20	1000	10	mix	FPR
Corncob	20	1000	10	mix	FPR
MaAsLin2	20	1000	10	mix	FPR
AAnew	50	1000	10	mix	FPR
wilcox	50	1000	10	mix	FPR
LinDA	50	1000	10	mix	FPR
MetagenomeSeq	50	1000	10	mix	FPR
LEfSe	50	1000	10	mix	FPR
edgeR	50	1000	10	mix	FPR
ALDEx2_wi	50	1000	10	mix	FPR
fastANCOM	50	1000	10	mix	FPR
DACOMP	50	1000	10	mix	FPR
ZicoSeq	50	1000	10	mix	FPR
limma_voom	50	1000	10	mix	FPR
DESeq2	50	1000	10	mix	FPR
Corncob	50	1000	10	mix	FPR
MaAsLin2	50	1000	10	mix	FPR
AAnew	100	1000	10	mix	FPR
wilcox	100	1000	10	mix	FPR
LinDA	100	1000	10	mix	FPR
MetagenomeSeq	100	1000	10	mix	FPR
LEfSe	100	1000	10	mix	FPR
edgeR	100	1000	10	mix	FPR
ALDEx2_wi	100	1000	10	mix	FPR
fastANCOM	100	1000	10	mix	FPR
DACOMP	100	1000	10	mix	FPR
ZicoSeq	100	1000	10	mix	FPR
limma_voom	100	1000	10	mix	FPR
DESeq2	100	1000	10	mix	FPR
Corncob	100	1000	10	mix	FPR
MaAsLin2	100	1000	10	mix	FPR
AAnew	200	1000	10	mix	FPR
wilcox	200	1000	10	mix	FPR
LinDA	200	1000	10	mix	FPR
MetagenomeSeq	200	1000	10	mix	FPR
LEfSe	200	1000	10	mix	FPR
edgeR	200	1000	10	mix	FPR
ALDEx2_wi	200	1000	10	mix	FPR
fastANCOM	200	1000	10	mix	FPR
DACOMP	200	1000	10	mix	FPR
ZicoSeq	200	1000	10	mix	FPR
limma_voom	200	1000	10	mix	FPR
DESeq2	200	1000	10	mix	FPR
Corncob	200	1000	10	mix	FPR
MaAsLin2	200	1000	10	mix	FPR
AAnew	300	1000	10	mix	FPR
wilcox	300	1000	10	mix	FPR
LinDA	300	1000	10	mix	FPR
MetagenomeSeq	300	1000	10	mix	FPR
LEfSe	300	1000	10	mix	FPR
edgeR	300	1000	10	mix	FPR
ALDEx2_wi	300	1000	10	mix	FPR
fastANCOM	300	1000	10	mix	FPR
DACOMP	300	1000	10	mix	FPR
ZicoSeq	300	1000	10	mix	FPR
limma_voom	300	1000	10	mix	FPR
DESeq2	300	1000	10	mix	FPR
Corncob	300	1000	10	mix	FPR
MaAsLin2	300	1000	10	mix	FPR
AAnew	500	1000	10	mix	FPR
wilcox	500	1000	10	mix	FPR
LinDA	500	1000	10	mix	FPR
MetagenomeSeq	500	1000	10	mix	FPR
LEfSe	500	1000	10	mix	FPR
edgeR	500	1000	10	mix	FPR
ALDEx2_wi	500	1000	10	mix	FPR
fastANCOM	500	1000	10	mix	FPR
DACOMP	500	1000	10	mix	FPR
ZicoSeq	500	1000	10	mix	FPR
limma_voom	500	1000	10	mix	FPR
DESeq2	500	1000	10	mix	FPR
Corncob	500	1000	10	mix	FPR
MaAsLin2	500	1000	10	mix	FPR
AAnew	20	2000	1	abundant	FPR
wilcox	20	2000	1	abundant	FPR
LinDA	20	2000	1	abundant	FPR
MetagenomeSeq	20	2000	1	abundant	FPR
LEfSe	20	2000	1	abundant	FPR
edgeR	20	2000	1	abundant	FPR
ALDEx2_wi	20	2000	1	abundant	FPR
fastANCOM	20	2000	1	abundant	FPR
DACOMP	20	2000	1	abundant	FPR
ZicoSeq	20	2000	1	abundant	FPR
limma_voom	20	2000	1	abundant	FPR
DESeq2	20	2000	1	abundant	FPR
Corncob	20	2000	1	abundant	FPR
MaAsLin2	20	2000	1	abundant	FPR
AAnew	50	2000	1	abundant	FPR
wilcox	50	2000	1	abundant	FPR
LinDA	50	2000	1	abundant	FPR
MetagenomeSeq	50	2000	1	abundant	FPR
LEfSe	50	2000	1	abundant	FPR
edgeR	50	2000	1	abundant	FPR
ALDEx2_wi	50	2000	1	abundant	FPR
fastANCOM	50	2000	1	abundant	FPR
DACOMP	50	2000	1	abundant	FPR
ZicoSeq	50	2000	1	abundant	FPR
limma_voom	50	2000	1	abundant	FPR
DESeq2	50	2000	1	abundant	FPR
Corncob	50	2000	1	abundant	FPR
MaAsLin2	50	2000	1	abundant	FPR
AAnew	100	2000	1	abundant	FPR
wilcox	100	2000	1	abundant	FPR
LinDA	100	2000	1	abundant	FPR
MetagenomeSeq	100	2000	1	abundant	FPR
LEfSe	100	2000	1	abundant	FPR
edgeR	100	2000	1	abundant	FPR
ALDEx2_wi	100	2000	1	abundant	FPR
fastANCOM	100	2000	1	abundant	FPR
DACOMP	100	2000	1	abundant	FPR
ZicoSeq	100	2000	1	abundant	FPR
limma_voom	100	2000	1	abundant	FPR
DESeq2	100	2000	1	abundant	FPR
Corncob	100	2000	1	abundant	FPR
MaAsLin2	100	2000	1	abundant	FPR
AAnew	200	2000	1	abundant	FPR
wilcox	200	2000	1	abundant	FPR
LinDA	200	2000	1	abundant	FPR
MetagenomeSeq	200	2000	1	abundant	FPR
LEfSe	200	2000	1	abundant	FPR
edgeR	200	2000	1	abundant	FPR
ALDEx2_wi	200	2000	1	abundant	FPR
fastANCOM	200	2000	1	abundant	FPR
DACOMP	200	2000	1	abundant	FPR
ZicoSeq	200	2000	1	abundant	FPR
limma_voom	200	2000	1	abundant	FPR
DESeq2	200	2000	1	abundant	FPR
Corncob	200	2000	1	abundant	FPR
MaAsLin2	200	2000	1	abundant	FPR
AAnew	300	2000	1	abundant	FPR
wilcox	300	2000	1	abundant	FPR
LinDA	300	2000	1	abundant	FPR
MetagenomeSeq	300	2000	1	abundant	FPR
LEfSe	300	2000	1	abundant	FPR
edgeR	300	2000	1	abundant	FPR
ALDEx2_wi	300	2000	1	abundant	FPR
fastANCOM	300	2000	1	abundant	FPR
DACOMP	300	2000	1	abundant	FPR
ZicoSeq	300	2000	1	abundant	FPR
limma_voom	300	2000	1	abundant	FPR
DESeq2	300	2000	1	abundant	FPR
Corncob	300	2000	1	abundant	FPR
MaAsLin2	300	2000	1	abundant	FPR
AAnew	500	2000	1	abundant	FPR
wilcox	500	2000	1	abundant	FPR
LinDA	500	2000	1	abundant	FPR
MetagenomeSeq	500	2000	1	abundant	FPR
LEfSe	500	2000	1	abundant	FPR
edgeR	500	2000	1	abundant	FPR
ALDEx2_wi	500	2000	1	abundant	FPR
fastANCOM	500	2000	1	abundant	FPR
DACOMP	500	2000	1	abundant	FPR
ZicoSeq	500	2000	1	abundant	FPR
limma_voom	500	2000	1	abundant	FPR
DESeq2	500	2000	1	abundant	FPR
Corncob	500	2000	1	abundant	FPR
MaAsLin2	500	2000	1	abundant	FPR
AAnew	20	2000	2	abundant	FPR
wilcox	20	2000	2	abundant	FPR
LinDA	20	2000	2	abundant	FPR
MetagenomeSeq	20	2000	2	abundant	FPR
LEfSe	20	2000	2	abundant	FPR
edgeR	20	2000	2	abundant	FPR
ALDEx2_wi	20	2000	2	abundant	FPR
fastANCOM	20	2000	2	abundant	FPR
DACOMP	20	2000	2	abundant	FPR
ZicoSeq	20	2000	2	abundant	FPR
limma_voom	20	2000	2	abundant	FPR
DESeq2	20	2000	2	abundant	FPR
Corncob	20	2000	2	abundant	FPR
MaAsLin2	20	2000	2	abundant	FPR
AAnew	50	2000	2	abundant	FPR
wilcox	50	2000	2	abundant	FPR
LinDA	50	2000	2	abundant	FPR
MetagenomeSeq	50	2000	2	abundant	FPR
LEfSe	50	2000	2	abundant	FPR
edgeR	50	2000	2	abundant	FPR
ALDEx2_wi	50	2000	2	abundant	FPR
fastANCOM	50	2000	2	abundant	FPR
DACOMP	50	2000	2	abundant	FPR
ZicoSeq	50	2000	2	abundant	FPR
limma_voom	50	2000	2	abundant	FPR
DESeq2	50	2000	2	abundant	FPR
Corncob	50	2000	2	abundant	FPR
MaAsLin2	50	2000	2	abundant	FPR
AAnew	100	2000	2	abundant	FPR
wilcox	100	2000	2	abundant	FPR
LinDA	100	2000	2	abundant	FPR
MetagenomeSeq	100	2000	2	abundant	FPR
LEfSe	100	2000	2	abundant	FPR
edgeR	100	2000	2	abundant	FPR
ALDEx2_wi	100	2000	2	abundant	FPR
fastANCOM	100	2000	2	abundant	FPR
DACOMP	100	2000	2	abundant	FPR
ZicoSeq	100	2000	2	abundant	FPR
limma_voom	100	2000	2	abundant	FPR
DESeq2	100	2000	2	abundant	FPR
Corncob	100	2000	2	abundant	FPR
MaAsLin2	100	2000	2	abundant	FPR
AAnew	200	2000	2	abundant	FPR
wilcox	200	2000	2	abundant	FPR
LinDA	200	2000	2	abundant	FPR
MetagenomeSeq	200	2000	2	abundant	FPR
LEfSe	200	2000	2	abundant	FPR
edgeR	200	2000	2	abundant	FPR
ALDEx2_wi	200	2000	2	abundant	FPR
fastANCOM	200	2000	2	abundant	FPR
DACOMP	200	2000	2	abundant	FPR
ZicoSeq	200	2000	2	abundant	FPR
limma_voom	200	2000	2	abundant	FPR
DESeq2	200	2000	2	abundant	FPR
Corncob	200	2000	2	abundant	FPR
MaAsLin2	200	2000	2	abundant	FPR
AAnew	300	2000	2	abundant	FPR
wilcox	300	2000	2	abundant	FPR
LinDA	300	2000	2	abundant	FPR
MetagenomeSeq	300	2000	2	abundant	FPR
LEfSe	300	2000	2	abundant	FPR
edgeR	300	2000	2	abundant	FPR
ALDEx2_wi	300	2000	2	abundant	FPR
fastANCOM	300	2000	2	abundant	FPR
DACOMP	300	2000	2	abundant	FPR
ZicoSeq	300	2000	2	abundant	FPR
limma_voom	300	2000	2	abundant	FPR
DESeq2	300	2000	2	abundant	FPR
Corncob	300	2000	2	abundant	FPR
MaAsLin2	300	2000	2	abundant	FPR
AAnew	500	2000	2	abundant	FPR
wilcox	500	2000	2	abundant	FPR
LinDA	500	2000	2	abundant	FPR
MetagenomeSeq	500	2000	2	abundant	FPR
LEfSe	500	2000	2	abundant	FPR
edgeR	500	2000	2	abundant	FPR
ALDEx2_wi	500	2000	2	abundant	FPR
fastANCOM	500	2000	2	abundant	FPR
DACOMP	500	2000	2	abundant	FPR
ZicoSeq	500	2000	2	abundant	FPR
limma_voom	500	2000	2	abundant	FPR
DESeq2	500	2000	2	abundant	FPR
Corncob	500	2000	2	abundant	FPR
MaAsLin2	500	2000	2	abundant	FPR
AAnew	20	2000	5	abundant	FPR
wilcox	20	2000	5	abundant	FPR
LinDA	20	2000	5	abundant	FPR
MetagenomeSeq	20	2000	5	abundant	FPR
LEfSe	20	2000	5	abundant	FPR
edgeR	20	2000	5	abundant	FPR
ALDEx2_wi	20	2000	5	abundant	FPR
fastANCOM	20	2000	5	abundant	FPR
DACOMP	20	2000	5	abundant	FPR
ZicoSeq	20	2000	5	abundant	FPR
limma_voom	20	2000	5	abundant	FPR
DESeq2	20	2000	5	abundant	FPR
Corncob	20	2000	5	abundant	FPR
MaAsLin2	20	2000	5	abundant	FPR
AAnew	50	2000	5	abundant	FPR
wilcox	50	2000	5	abundant	FPR
LinDA	50	2000	5	abundant	FPR
MetagenomeSeq	50	2000	5	abundant	FPR
LEfSe	50	2000	5	abundant	FPR
edgeR	50	2000	5	abundant	FPR
ALDEx2_wi	50	2000	5	abundant	FPR
fastANCOM	50	2000	5	abundant	FPR
DACOMP	50	2000	5	abundant	FPR
ZicoSeq	50	2000	5	abundant	FPR
limma_voom	50	2000	5	abundant	FPR
DESeq2	50	2000	5	abundant	FPR
Corncob	50	2000	5	abundant	FPR
MaAsLin2	50	2000	5	abundant	FPR
AAnew	100	2000	5	abundant	FPR
wilcox	100	2000	5	abundant	FPR
LinDA	100	2000	5	abundant	FPR
MetagenomeSeq	100	2000	5	abundant	FPR
LEfSe	100	2000	5	abundant	FPR
edgeR	100	2000	5	abundant	FPR
ALDEx2_wi	100	2000	5	abundant	FPR
fastANCOM	100	2000	5	abundant	FPR
DACOMP	100	2000	5	abundant	FPR
ZicoSeq	100	2000	5	abundant	FPR
limma_voom	100	2000	5	abundant	FPR
DESeq2	100	2000	5	abundant	FPR
Corncob	100	2000	5	abundant	FPR
MaAsLin2	100	2000	5	abundant	FPR
AAnew	200	2000	5	abundant	FPR
wilcox	200	2000	5	abundant	FPR
LinDA	200	2000	5	abundant	FPR
MetagenomeSeq	200	2000	5	abundant	FPR
LEfSe	200	2000	5	abundant	FPR
edgeR	200	2000	5	abundant	FPR
ALDEx2_wi	200	2000	5	abundant	FPR
fastANCOM	200	2000	5	abundant	FPR
DACOMP	200	2000	5	abundant	FPR
ZicoSeq	200	2000	5	abundant	FPR
limma_voom	200	2000	5	abundant	FPR
DESeq2	200	2000	5	abundant	FPR
Corncob	200	2000	5	abundant	FPR
MaAsLin2	200	2000	5	abundant	FPR
AAnew	300	2000	5	abundant	FPR
wilcox	300	2000	5	abundant	FPR
LinDA	300	2000	5	abundant	FPR
MetagenomeSeq	300	2000	5	abundant	FPR
LEfSe	300	2000	5	abundant	FPR
edgeR	300	2000	5	abundant	FPR
ALDEx2_wi	300	2000	5	abundant	FPR
fastANCOM	300	2000	5	abundant	FPR
DACOMP	300	2000	5	abundant	FPR
ZicoSeq	300	2000	5	abundant	FPR
limma_voom	300	2000	5	abundant	FPR
DESeq2	300	2000	5	abundant	FPR
Corncob	300	2000	5	abundant	FPR
MaAsLin2	300	2000	5	abundant	FPR
AAnew	500	2000	5	abundant	FPR
wilcox	500	2000	5	abundant	FPR
LinDA	500	2000	5	abundant	FPR
MetagenomeSeq	500	2000	5	abundant	FPR
LEfSe	500	2000	5	abundant	FPR
edgeR	500	2000	5	abundant	FPR
ALDEx2_wi	500	2000	5	abundant	FPR
fastANCOM	500	2000	5	abundant	FPR
DACOMP	500	2000	5	abundant	FPR
ZicoSeq	500	2000	5	abundant	FPR
limma_voom	500	2000	5	abundant	FPR
DESeq2	500	2000	5	abundant	FPR
Corncob	500	2000	5	abundant	FPR
MaAsLin2	500	2000	5	abundant	FPR
AAnew	20	2000	10	abundant	FPR
wilcox	20	2000	10	abundant	FPR
LinDA	20	2000	10	abundant	FPR
MetagenomeSeq	20	2000	10	abundant	FPR
LEfSe	20	2000	10	abundant	FPR
edgeR	20	2000	10	abundant	FPR
ALDEx2_wi	20	2000	10	abundant	FPR
fastANCOM	20	2000	10	abundant	FPR
DACOMP	20	2000	10	abundant	FPR
ZicoSeq	20	2000	10	abundant	FPR
limma_voom	20	2000	10	abundant	FPR
DESeq2	20	2000	10	abundant	FPR
Corncob	20	2000	10	abundant	FPR
MaAsLin2	20	2000	10	abundant	FPR
AAnew	50	2000	10	abundant	FPR
wilcox	50	2000	10	abundant	FPR
LinDA	50	2000	10	abundant	FPR
MetagenomeSeq	50	2000	10	abundant	FPR
LEfSe	50	2000	10	abundant	FPR
edgeR	50	2000	10	abundant	FPR
ALDEx2_wi	50	2000	10	abundant	FPR
fastANCOM	50	2000	10	abundant	FPR
DACOMP	50	2000	10	abundant	FPR
ZicoSeq	50	2000	10	abundant	FPR
limma_voom	50	2000	10	abundant	FPR
DESeq2	50	2000	10	abundant	FPR
Corncob	50	2000	10	abundant	FPR
MaAsLin2	50	2000	10	abundant	FPR
AAnew	100	2000	10	abundant	FPR
wilcox	100	2000	10	abundant	FPR
LinDA	100	2000	10	abundant	FPR
MetagenomeSeq	100	2000	10	abundant	FPR
LEfSe	100	2000	10	abundant	FPR
edgeR	100	2000	10	abundant	FPR
ALDEx2_wi	100	2000	10	abundant	FPR
fastANCOM	100	2000	10	abundant	FPR
DACOMP	100	2000	10	abundant	FPR
ZicoSeq	100	2000	10	abundant	FPR
limma_voom	100	2000	10	abundant	FPR
DESeq2	100	2000	10	abundant	FPR
Corncob	100	2000	10	abundant	FPR
MaAsLin2	100	2000	10	abundant	FPR
AAnew	200	2000	10	abundant	FPR
wilcox	200	2000	10	abundant	FPR
LinDA	200	2000	10	abundant	FPR
MetagenomeSeq	200	2000	10	abundant	FPR
LEfSe	200	2000	10	abundant	FPR
edgeR	200	2000	10	abundant	FPR
ALDEx2_wi	200	2000	10	abundant	FPR
fastANCOM	200	2000	10	abundant	FPR
DACOMP	200	2000	10	abundant	FPR
ZicoSeq	200	2000	10	abundant	FPR
limma_voom	200	2000	10	abundant	FPR
DESeq2	200	2000	10	abundant	FPR
Corncob	200	2000	10	abundant	FPR
MaAsLin2	200	2000	10	abundant	FPR
AAnew	300	2000	10	abundant	FPR
wilcox	300	2000	10	abundant	FPR
LinDA	300	2000	10	abundant	FPR
MetagenomeSeq	300	2000	10	abundant	FPR
LEfSe	300	2000	10	abundant	FPR
edgeR	300	2000	10	abundant	FPR
ALDEx2_wi	300	2000	10	abundant	FPR
fastANCOM	300	2000	10	abundant	FPR
DACOMP	300	2000	10	abundant	FPR
ZicoSeq	300	2000	10	abundant	FPR
limma_voom	300	2000	10	abundant	FPR
DESeq2	300	2000	10	abundant	FPR
Corncob	300	2000	10	abundant	FPR
MaAsLin2	300	2000	10	abundant	FPR
AAnew	500	2000	10	abundant	FPR
wilcox	500	2000	10	abundant	FPR
LinDA	500	2000	10	abundant	FPR
MetagenomeSeq	500	2000	10	abundant	FPR
LEfSe	500	2000	10	abundant	FPR
edgeR	500	2000	10	abundant	FPR
ALDEx2_wi	500	2000	10	abundant	FPR
fastANCOM	500	2000	10	abundant	FPR
DACOMP	500	2000	10	abundant	FPR
ZicoSeq	500	2000	10	abundant	FPR
limma_voom	500	2000	10	abundant	FPR
DESeq2	500	2000	10	abundant	FPR
Corncob	500	2000	10	abundant	FPR
MaAsLin2	500	2000	10	abundant	FPR
AAnew	20	2000	1	rare	FPR
wilcox	20	2000	1	rare	FPR
LinDA	20	2000	1	rare	FPR
MetagenomeSeq	20	2000	1	rare	FPR
LEfSe	20	2000	1	rare	FPR
edgeR	20	2000	1	rare	FPR
ALDEx2_wi	20	2000	1	rare	FPR
fastANCOM	20	2000	1	rare	FPR
DACOMP	20	2000	1	rare	FPR
ZicoSeq	20	2000	1	rare	FPR
limma_voom	20	2000	1	rare	FPR
DESeq2	20	2000	1	rare	FPR
Corncob	20	2000	1	rare	FPR
MaAsLin2	20	2000	1	rare	FPR
AAnew	50	2000	1	rare	FPR
wilcox	50	2000	1	rare	FPR
LinDA	50	2000	1	rare	FPR
MetagenomeSeq	50	2000	1	rare	FPR
LEfSe	50	2000	1	rare	FPR
edgeR	50	2000	1	rare	FPR
ALDEx2_wi	50	2000	1	rare	FPR
fastANCOM	50	2000	1	rare	FPR
DACOMP	50	2000	1	rare	FPR
ZicoSeq	50	2000	1	rare	FPR
limma_voom	50	2000	1	rare	FPR
DESeq2	50	2000	1	rare	FPR
Corncob	50	2000	1	rare	FPR
MaAsLin2	50	2000	1	rare	FPR
AAnew	100	2000	1	rare	FPR
wilcox	100	2000	1	rare	FPR
LinDA	100	2000	1	rare	FPR
